"Id_aforament","Desc_aforament","Codi_tipus_aforament","Desc_tipus_aforament","Num_carrils","Codi_districte","Codi_barri","Codi_tipus_equip_mesura","Desc_tipus_equip_mesura","Longitud","Latitud","X_ETRS89","Y_ETRS89"
4026,"PG. SANT JOAN - DIPUTACIÓ (Pujada)",1,"trànsit",2,2,7,1,"Espira",2.173736234,41.396386976,430927.62,4583090.64
4027,"MUNTANER - MALLORCA",1,"trànsit",3,2,8,1,"Espira",2.156496969,41.38881165,429478.29,4582263.53
4028,"VALÈNCIA - CASANOVA",1,"trànsit",3,2,8,1,"Espira",2.156903694,41.387853817,429511.26,4582156.86
4029,"ARAGÓ - MUNTANER",1,"trànsit",6,2,8,1,"Espira",2.158170385,41.387095813,429616.35,4582071.68
4030,"AV. DIAGONAL - LLACUNA (Baixada)",1,"trànsit",2,10,71,1,"Espira",2.194578654,41.405094358,432678.97,4584040.92
4031,"ROGER DE LLÚRIA - DIPUTACIÓ",1,"trànsit",3,2,7,1,"Espira",2.169326638,41.392759672,430555.13,4582691.47
4032,"VALÈNCIA - SARDENYA",1,"trànsit",3,2,6,1,"Espira",2.175926965,41.402129612,431116.82,4583726.44
4033,"ARIBAU - DIPUTACIÓ",1,"trànsit",3,2,8,1,"Espira",2.161115596,41.387063046,429862.56,4582065.65
4034,"PL. UNIVERSITAT - PELAI (Llobregat)",1,"trànsit",4,2,10,1,"Espira",2.16425325,41.385645879,430123.37,4581905.79
4035,"GRAN VIA - PL. UNIVERSITAT",1,"trànsit",4,2,8,1,"Espira",2.164417271,41.38653648,430138.04,4582004.53
4036,"BALMES - LA GRANADA",1,"trànsit",3,5,26,1,"Espira",2.153036775,41.396634928,429197.48,4583134.88
4037,"GRAN VIA - LEPANT (Besòs)",1,"trànsit",3,2,5,1,"Espira",2.183154687,41.400525644,431719.31,4583542.65
4038,"SARDENYA - CASP",1,"trànsit",2,2,5,1,"Espira",2.181737689,41.397075659,431597.24,4583160.75
4039,"ROSSELLÓ - BALMES",1,"trànsit",3,2,7,1,"Espira",2.157827624,41.393654419,429594.76,4582800.08
4040,"BALMES - ROSSELLÓ",1,"trànsit",3,2,7,1,"Espira",2.157688999,41.393050506,429582.52,4582733.15
4041,"PROVENÇA - BALMES",1,"trànsit",2,2,7,1,"Espira",2.158084971,41.392162257,429614.67,4582634.22
4042,"ROSSELLÓ - AV. DIAGONAL",1,"trànsit",2,2,7,1,"Espira",2.163705702,41.398082132,430090.92,4583286.88
4043,"CÒRSEGA - BRUC",1,"trànsit",4,6,31,1,"Espira",2.162539147,41.398945864,429994.33,4583383.72
4044,"PAU CLARIS - PROVENÇA",1,"trànsit",3,2,7,1,"Espira",2.163471788,41.3954885,430068.58,4582999.13
4045,"PASSEIG DE GRÀCIA - ROSSELLÓ (Baixada)",1,"trànsit",1,2,7,1,"Espira",2.161217901,41.395104967,429879.75,4582958.37
4046,"ROGER DE LLÚRIA - MALLORCA",1,"trànsit",3,2,7,1,"Espira",2.164491198,41.396437668,430154.82,4583103.68
4047,"VALÈNCIA - GIRONA",1,"trànsit",3,2,7,1,"Espira",2.169051471,41.397001042,430536.64,4583162.56
4049,"MALLORCA - BRUC",1,"trànsit",3,2,7,1,"Espira",2.166056471,41.396431059,430285.67,4583101.69
4050,"PASSEIG DE GRÀCIA - PROVENÇA (Pujada)",1,"trànsit",3,2,7,1,"Espira",2.161283923,41.395176299,429885.35,4582966.24
4051,"BALMES - DIPUTACIÓ",1,"trànsit",4,2,7,1,"Espira",2.164497378,41.387904727,430146.20,4582156.36
4052,"DIPUTACIÓ - BALMES",1,"trànsit",2,2,7,1,"Espira",2.163714761,41.38785863,430080.72,4582151.88
4053,"ARAGÓ - RAMBLA DE CATALUNYA",1,"trànsit",6,2,7,1,"Espira",2.162984012,41.390702023,430022.67,4582468.14
4054,"LEPANT - DIPUTACIÓ",1,"trànsit",3,2,5,1,"Espira",2.181529309,41.400723696,431583.65,4583565.92
4055,"PADILLA - GRAN VIA",1,"trànsit",3,2,5,1,"Espira",2.183068883,41.401222905,431712.86,4583620.12
4056,"CONSELL DE CENT - CASTILLEJOS",1,"trànsit",3,2,6,1,"Espira",2.183077852,41.404064047,431716.59,4583935.54
4057,"ARAGÓ - INDEPENDÈNCIA",1,"trànsit",4,10,64,1,"Espira",2.184311809,41.406717781,431822.50,4584229.18
4058,"PASSEIG DE GRÀCIA - DIPUTACIÓ (Pujada)",1,"trànsit",3,2,7,1,"Espira",2.166756862,41.390745359,430338.15,4582469.91
4059,"PAU CLARIS - VALÈNCIA",1,"trànsit",3,2,7,1,"Espira",2.165618395,41.393850021,430246.28,4582815.50
4060,"PG. SANT JOAN - AUSIÀS MARC (Pujada)",1,"trànsit",1,2,5,1,"Espira",2.177658945,41.393362324,431252.36,4582751.73
4061,"PAU CLARIS - CONSELL DE CENT",1,"trànsit",3,2,7,1,"Espira",2.167826237,41.392200591,430429.10,4582630.61
4062,"GRAN VIA - PAU CLARIS",1,"trànsit",4,2,7,1,"Espira",2.170158251,41.390863781,430622.64,4582480.33
4063,"VALÈNCIA - PAU CLARIS",1,"trànsit",3,2,7,1,"Espira",2.16562981,41.394411551,430247.84,4582877.83
4064,"DIPUTACIÓ - BRUC",1,"trànsit",2,2,7,1,"Espira",2.170195392,41.392768842,430627.77,4582691.79
4065,"ROGER DE LLÚRIA - CASP",1,"trànsit",3,2,7,1,"Espira",2.171912209,41.390828879,430769.24,4582475.05
4066,"GIRONA - CONSELL DE CENT",1,"trànsit",2,2,7,1,"Espira",2.170492432,41.395294749,430655.29,4582971.98
4067,"CONSELL DE CENT - BRUC",1,"trànsit",3,2,7,1,"Espira",2.170175343,41.394429536,430627.86,4582876.18
4068,"GRAN VIA - GIRONA",1,"trànsit",4,2,7,1,"Espira",2.173561973,41.393426605,430909.92,4582762.13
4069,"MALLORCA - BALMES",1,"trànsit",3,2,7,1,"Espira",2.159288754,41.39133759,429714.42,4582541.69
4070,"PELAI - RONDA UNIVERSITAT",1,"trànsit",2,2,10,1,"Espira",2.166822859,41.38572035,430338.30,4581911.99
4071,"AV. ROMA - VILLARROEL",1,"trànsit",3,2,8,1,"Espira",2.155511615,41.385737954,429392.58,4581923.09
4072,"CASANOVA - CONSELL DE CENT",1,"trànsit",2,2,8,1,"Espira",2.158092794,41.385922963,429608.59,4581941.53
4073,"VALÈNCIA - RAMBLA DE CATALUNYA",1,"trànsit",3,2,7,1,"Espira",2.162739622,41.392243602,430003.90,4582639.48
4074,"AV. DIAGONAL - MARINA (Pujada - Gir Aragó)",1,"trànsit",3,2,5,1,"Espira",2.177449769,41.401105544,431243.03,4583611.54
4075,"AV. DIAGONAL - MARINA (Pujada - Seguir a Av. Diagonal)",1,"trànsit",3,2,5,1,"Espira",2.177413174,41.401174682,431240.05,4583619.24
4076,"ARAGÓ - PADILLA",1,"trànsit",4,2,6,1,"Espira",2.179326059,41.402958652,431401.82,4583815.78
4077,"ARAGÓ - NÀPOLS",1,"trànsit",6,2,5,1,"Espira",2.173951607,41.398968027,430948.36,4583377.02
4078,"AV. DIAGONAL - VALÈNCIA (Baixada)",1,"trànsit",3,2,6,1,"Espira",2.173914881,41.40006393,430946.45,4583498.71
4079,"ARAGÓ - BAILÈN",1,"trànsit",6,2,7,1,"Espira",2.170558537,41.396424717,430662.02,4583097.37
4080,"BAILÈN - DIPUTACIÓ",1,"trànsit",2,2,7,1,"Espira",2.173904134,41.394451912,430939.61,4582875.68
4081,"ROSSELLÓ - PG. DE GRÀCIA",1,"trànsit",3,2,7,1,"Espira",2.161054557,41.396102087,429867.17,4583069.20
4082,"GRAN VIA - NÀPOLS",1,"trànsit",4,2,5,1,"Espira",2.1781515,41.396835181,431297.20,4583136.89
4083,"MARINA - CASP (Pujada)",1,"trànsit",4,2,5,1,"Espira",2.181835008,41.398739728,431607.12,4583345.42
4084,"NÀPOLS - DIPUTACIÓ",1,"trànsit",2,2,5,1,"Espira",2.176939896,41.3972542,431196.35,4583184.37
4085,"VALÈNCIA - DOS DE MAIG",1,"trànsit",3,10,64,1,"Espira",2.182553626,41.407122483,431675.97,4584275.49
4086,"JARDINS SALVADOR ESPRIU -DIAGONAL",1,"trànsit",3,2,7,1,"Espira",2.158727479,41.396353222,429672.90,4583098.97
4087,"MUNTANER - LONDRES",1,"trànsit",3,2,8,1,"Espira",2.150893656,41.393050993,429014.43,4582738.75
4088,"PARÍS - ARIBAU",1,"trànsit",3,2,8,1,"Espira",2.153250109,41.393622474,429212.05,4582800.27
4089,"BÀLMES - PARÍS",1,"trànsit",3,2,8,1,"Espira",2.155444054,41.394783959,429396.72,4582927.42
4090,"ARIBAU - ARAGÓ",1,"trànsit",3,2,8,1,"Espira",2.159241723,41.388491561,429707.42,4582225.76
4091,"PAU CLARIS - CASP",1,"trànsit",4,2,7,1,"Espira",2.171552034,41.389395015,430737.61,4582316.15
4092,"ARIBAU - MALLORCA",1,"trànsit",3,2,8,1,"Espira",2.156994939,41.390146298,429521.36,4582411.29
4093,"ARIBAU - DIAGONAL",1,"trànsit",3,2,8,1,"Espira",2.150722125,41.394889827,429002.09,4582943.04
4094,"VILLARROEL - PARÍS",1,"trànsit",2,2,8,1,"Espira",2.149026089,41.391070688,428856.14,4582520.43
4095,"VILLARROEL - ARAGÓ",1,"trànsit",2,2,8,1,"Espira",2.15691792,41.385090439,429509.46,4581850.06
4096,"ROSSELLÓ - ARIBAU",1,"trànsit",2,2,8,1,"Espira",2.155471465,41.391862456,429395.85,4582603.06
4097,"PG. GRÀCIA - CASP (Pujada)",1,"trànsit",3,2,7,1,"Espira",2.16915384,41.388758565,430536.43,4582247.41
4098,"PG. GRÀCIA - ARAGÓ (Baixada)",1,"trànsit",1,2,7,1,"Espira",2.165200713,41.391733825,430209.10,4582580.90
4099,"BALMES - MALLORCA",1,"trànsit",3,2,7,3,"Visió Artificial",2.159349274,41.391790264,429719.97,4582591.89
5001,"PG. COLOM - SIMÓ OLLER (Besòs)",1,"trànsit",3,1,2,1,"Espira",2.181038337,41.379606558,431520.45,4581221.91
5002,"VIA LAIETANA - MANRESA (Baixada)",1,"trànsit",3,1,4,1,"Espira",2.181304663,41.381991586,431545.22,4581486.48
5003,"PAS SOTA MURALLA - LLAUDER (Besòs)",1,"trànsit",3,1,4,1,"Espira",2.184039325,41.381040534,431772.88,4581378.74
5004,"PAS SOTA MURALLA - LLAUDER (Llobregat)",1,"trànsit",2,1,4,1,"Espira",2.183977431,41.381096994,431767.77,4581385.06
5005,"PLA DE PALAU - PG. ISABEL II (Sentit Barceloneta)",1,"trànsit",3,1,4,1,"Espira",2.183784803,41.382289727,431752.91,4581517.63
5006,"PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau)",1,"trànsit",2,1,3,1,"Espira",2.187096406,41.38067601,432028.13,4581335.87
5007,"PL. PAU VILA - DOCTOR AIGUADER (Sentit Pla de Palau)",1,"trànsit",3,1,3,1,"Espira",2.185300395,41.382322889,431879.67,4581520.12
5008,"DOCTOR AIGUADER - PIZARRO (Llobregat)",1,"trànsit",3,1,3,1,"Espira",2.187388899,41.38294342,432054.94,4581587.37
5009,"VIA LAIETANA - ANGEL BAIXERAS (Pujada)",1,"trànsit",2,1,4,1,"Espira",2.181309861,41.38206773,431545.73,4581494.93
5010,"PG. COLOM - PL. ANTONIO LÓPEZ (Llobregat)",1,"trànsit",3,1,2,1,"Espira",2.182063793,41.381276606,431607.94,4581406.51
5011,"RONDA UNIVERSITAT - PL. CATALUNYA",1,"trànsit",4,2,7,1,"Espira",2.167883592,41.387125415,430428.49,4582067.12
5012,"FONTANELLA - PL. CATALUNYA",1,"trànsit",2,2,7,1,"Espira",2.171743539,41.387274511,430751.37,4582080.58
5013,"RONDA SANT PERE - GIRONA",1,"trànsit",3,2,7,1,"Espira",2.176446351,41.390282303,431147.74,4582410.75
5014,"PELAI - BALMES",1,"trànsit",4,1,1,1,"Espira",2.169229328,41.385547155,430539.32,4581890.83
5015,"AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Llobregat)",1,"trànsit",3,1,4,1,"Espira",2.184664698,41.384188949,431828.46,4581727.78
